DATE,VIX PX_LAST,XAU PX_LAST,CL1 PX_LAST,DXY PX_LAST,USGG10Y PX_LAST
2006-12-21,10.53,618.5,62.66,83.59,4.5454
2006-12-22,11.36,621.01,62.41,83.81,4.6185
2006-12-25,,620.75,,,4.6184
2006-12-26,11.26,624.7,61.1,84.06,4.5986
2006-12-27,10.64,627.2,60.34,83.97,4.6503
2006-12-28,10.99,634.9,60.53,83.82,4.6802
2006-12-29,11.56,636.7,61.05,83.65,4.7022
2007-01-01,,636.8,,,4.7022
2007-01-02,,640.5,61.05,83.27,4.6802
2007-01-03,12.04,627.5,58.32,83.92,4.6582
2007-01-04,11.51,622.0,55.59,84.34,4.6024
2007-01-05,12.14,607.4,56.31,84.64,4.6442
2007-01-08,12.0,610.0,56.09,84.57,4.6522
2007-01-09,11.91,613.7,55.64,84.75,4.6542
2007-01-10,11.47,611.3,54.02,85.07,4.6843
2007-01-11,10.87,611.6,51.88,85.28,4.7305
2007-01-12,10.15,627.2,52.99,85.02,4.775
2007-01-15,,626.7,,84.94,4.775
2007-01-16,10.74,624.8,51.21,85.06,4.7467
2007-01-17,10.59,631.8,52.24,84.94,4.7791
2007-01-18,10.85,627.7,50.48,84.91,4.7427
2007-01-19,10.4,635.4,51.99,84.86,4.7752
2007-01-22,10.77,633.4,51.13,85.04,4.759
2007-01-23,10.34,646.7,55.04,84.67,4.8077
2007-01-24,9.89,648.8,55.37,84.93,4.8077
2007-01-25,11.22,646.1,54.23,85.11,4.8731
2007-01-26,11.13,646.0,55.42,85.23,4.8733
2007-01-29,11.45,643.7,54.01,85.09,4.8897
2007-01-30,10.96,647.3,56.97,84.99,4.8693
2007-01-31,10.42,653.2,58.14,84.6,4.808
2007-02-01,10.31,657.2,57.3,84.64,4.8346
2007-02-02,10.08,647.85,59.02,84.96,4.8204
2007-02-05,10.55,648.45,58.74,85.08,4.8021
2007-02-06,10.65,653.3,58.88,84.77,4.7655
2007-02-07,10.32,651.45,57.71,84.71,4.7432
2007-02-08,10.44,660.45,59.71,84.69,4.7319
2007-02-09,11.1,666.85,59.89,84.88,4.7797
2007-02-12,11.61,661.1,57.81,85.12,4.8037
2007-02-13,10.34,664.25,59.06,84.69,4.8078
2007-02-14,10.23,669.13,58.0,84.18,4.7359
2007-02-15,10.22,669.75,57.99,84.05,4.7061
2007-02-16,10.02,669.05,59.39,84.06,4.6882
2007-02-19,,670.75,,84.02,4.6882
2007-02-20,10.24,657.25,58.07,84.18,4.6743
2007-02-21,10.2,678.85,60.07,84.22,4.6902
2007-02-22,10.18,677.45,60.95,84.34,4.7279
2007-02-23,10.58,682.55,61.14,84.05,4.6703
2007-02-26,11.15,686.55,61.39,83.93,4.6248
2007-02-27,18.31,663.35,61.46,83.46,4.5109
2007-02-28,15.42,669.35,61.79,83.57,4.5657
2007-03-01,15.82,664.45,62.0,83.77,4.5499
2007-03-02,18.61,642.45,61.64,83.74,4.497
2007-03-05,19.63,636.6,60.07,84.17,4.495
2007-03-06,15.96,646.5,60.69,84.04,4.5282
2007-03-07,15.24,649.0,61.82,83.78,4.4871
2007-03-08,14.29,651.8,61.64,84.13,4.5125
2007-03-09,14.09,650.28,60.05,84.25,4.5871
2007-03-12,13.99,650.5,58.91,83.88,4.5516
2007-03-13,18.13,643.8,57.93,83.71,4.4907
2007-03-14,17.27,644.7,58.16,83.64,4.5338
2007-03-15,16.43,646.6,57.55,83.65,4.5358
2007-03-16,16.79,653.4,57.11,83.19,4.5435
2007-03-19,14.59,654.2,56.59,83.35,4.5632
2007-03-20,13.27,658.8,56.73,83.07,4.5494
2007-03-21,12.19,664.2,59.61,82.77,4.5356
2007-03-22,12.93,664.0,61.69,83.09,4.5829
2007-03-23,12.95,657.4,62.28,83.28,4.6105
2007-03-26,13.16,664.1,62.91,83.08,4.6006
2007-03-27,13.48,664.41,62.93,83.01,4.5966
2007-03-28,14.98,665.56,64.08,83.03,4.6204
2007-03-29,15.14,661.5,66.03,83.09,4.6423
2007-03-30,14.64,663.8,65.87,82.93,4.6443
2007-04-02,14.53,664.0,65.94,82.87,4.6403
2007-04-03,13.46,663.95,64.64,83.15,4.6642
2007-04-04,13.24,674.35,64.38,82.96,4.6482
2007-04-05,13.23,674.45,64.28,82.677,4.6782
2007-04-06,,675.0,,82.992,4.7485
2007-04-09,13.14,670.75,61.51,83.098,4.7425
2007-04-10,12.68,677.9,61.89,82.704,4.7184
2007-04-11,13.49,677.3,62.01,82.671,4.7304
2007-04-12,12.71,676.1,63.85,82.369,4.7345
2007-04-13,12.2,685.52,63.63,82.129,4.7608
2007-04-16,11.98,690.21,63.61,82.073,4.7346
2007-04-17,12.14,686.55,63.1,81.831,4.6803
2007-04-18,12.42,690.05,63.13,81.743,4.6502
2007-04-19,12.54,682.95,61.83,81.644,4.6642
2007-04-20,12.07,691.95,63.38,81.643,4.6703
2007-04-23,13.04,689.15,65.89,81.738,4.6402
2007-04-24,13.12,683.65,64.58,81.546,4.6202
2007-04-25,13.21,686.25,65.84,81.428,4.6502
2007-04-26,12.79,674.75,65.06,81.75,4.6964
2007-04-27,12.45,681.55,66.46,81.529,4.6924
2007-04-30,14.22,678.45,65.71,81.447,4.6222
2007-05-01,13.51,673.45,64.4,81.595,4.6362
2007-05-02,13.08,673.15,63.68,81.767,4.6422
2007-05-03,13.09,682.35,63.19,81.949,4.6723
2007-05-04,12.91,688.85,61.93,81.741,4.6382
2007-05-07,13.15,688.75,61.47,81.676,4.6262
2007-05-08,13.21,685.65,62.26,81.939,4.6342
2007-05-09,12.88,680.55,61.55,82.016,4.6618
2007-05-10,13.6,665.65,61.81,82.292,4.6379
2007-05-11,12.95,670.85,62.37,82.116,4.6717
2007-05-14,13.96,669.75,62.46,82.066,4.6936
2007-05-15,14.01,672.05,63.17,81.755,4.7016
2007-05-16,13.5,662.15,62.55,82.163,4.7096
2007-05-17,13.51,657.65,64.86,82.318,4.7517
2007-05-18,12.76,661.75,64.94,82.197,4.8001
2007-05-21,13.3,663.25,66.27,82.364,4.782
2007-05-22,13.06,659.25,64.97,82.386,4.8245
2007-05-23,13.24,661.85,65.77,82.31,4.8468
2007-05-24,14.08,654.65,64.18,82.406,4.8387
2007-05-25,13.34,656.0,65.2,82.331,4.8572
2007-05-28,,655.55,,82.332,4.8573
2007-05-29,13.53,656.85,63.15,82.31,4.8818
2007-05-30,12.83,653.45,63.49,82.433,4.8675
2007-05-31,13.05,660.5,64.01,82.301,4.8879
2007-06-01,12.78,671.75,65.08,82.322,4.9516
2007-06-04,13.29,671.15,66.21,82.058,4.9271
2007-06-05,13.63,670.05,65.61,81.89,4.9908
2007-06-06,14.87,670.75,65.96,81.897,4.9641
2007-06-07,17.06,659.15,66.93,82.294,5.13
2007-06-08,14.84,648.85,64.76,82.691,5.0991
2007-06-11,14.71,653.65,65.97,82.712,5.1514
2007-06-12,16.67,647.25,65.35,82.891,5.2928
2007-06-13,14.73,651.75,66.26,83.035,5.1979
2007-06-14,13.64,651.95,67.65,83.128,5.2212
2007-06-15,13.94,655.35,68.0,82.851,5.1627
2007-06-18,13.42,656.35,69.09,82.715,5.1335
2007-06-19,12.85,661.45,69.1,82.544,5.0814
2007-06-20,14.67,654.55,68.19,82.518,5.1316
2007-06-21,14.21,652.04,68.65,82.731,5.1863
2007-06-22,15.75,654.3,69.14,82.336,5.13
2007-06-25,16.65,651.0,69.18,82.325,5.08
2007-06-26,18.89,640.9,67.77,82.295,5.078
2007-06-27,15.53,643.65,68.97,82.316,5.0802
2007-06-28,15.54,648.95,69.57,82.333,5.1033
2007-06-29,16.23,649.65,70.68,81.92,5.0244
2007-07-02,15.4,657.25,71.09,81.395,4.9892
2007-07-03,14.92,653.2,71.41,81.486,5.0372
2007-07-04,,654.2,,81.433,5.0373
2007-07-05,15.48,649.5,71.81,81.538,5.1402
2007-07-06,14.72,655.9,72.81,81.465,5.1824
2007-07-09,15.16,660.4,72.19,81.433,5.1382
2007-07-10,17.57,663.3,72.81,80.86,5.0212
2007-07-11,16.64,660.6,72.56,80.73,5.086
2007-07-12,15.54,666.8,72.5,80.635,5.1239
2007-07-13,15.15,666.9,73.93,80.576,5.0928
2007-07-16,15.59,664.9,74.15,80.522,5.0385
2007-07-17,15.63,664.9,74.02,80.54,5.0491
2007-07-18,16.0,673.0,75.05,80.424,5.0283
2007-07-19,15.23,677.5,75.92,80.419,5.0159
2007-07-20,16.95,683.4,75.57,80.288,4.9497
2007-07-23,16.81,681.6,74.89,80.354,4.9477
2007-07-24,18.55,681.0,73.56,80.077,4.9085
2007-07-25,18.1,674.9,75.88,80.652,4.8983
2007-07-26,20.74,662.9,74.95,80.453,4.7854
2007-07-27,24.17,661.2,77.02,80.946,4.757
2007-07-30,20.87,665.0,76.83,80.849,4.802
2007-07-31,23.52,664.3,78.21,80.77,4.7388
2007-08-01,23.67,666.9,76.53,80.872,4.7919
2007-08-02,21.22,665.6,76.86,80.713,4.7654
2007-08-03,25.16,673.0,75.48,80.177,4.6842
2007-08-06,22.94,672.1,72.06,80.255,4.7371
2007-08-07,21.56,672.4,72.42,80.479,4.7677
2007-08-08,21.45,674.8,72.15,80.343,4.8767
2007-08-09,26.48,662.1,71.59,80.744,4.7678
2007-08-10,28.3,672.8,71.47,80.679,4.8076
2007-08-13,26.57,669.5,71.62,81.048,4.7599
2007-08-14,27.68,669.1,72.38,81.489,4.7243
2007-08-15,30.67,667.7,73.33,81.822,4.7243
2007-08-16,30.83,652.3,71.0,81.729,4.6572
2007-08-17,29.99,657.8,71.98,81.426,4.6847
2007-08-20,26.33,656.8,71.12,81.4,4.6257
2007-08-21,25.25,657.3,69.47,81.492,4.5904
2007-08-22,22.89,660.8,69.26,81.249,4.6452
2007-08-23,22.62,660.1,69.83,81.145,4.6452
2007-08-24,20.72,668.2,71.09,80.667,4.6156
2007-08-27,22.72,667.6,71.97,80.739,4.5627
2007-08-28,26.3,662.5,71.73,80.756,4.5062
2007-08-29,23.81,667.5,73.51,80.7,4.5587
2007-08-30,25.06,665.3,73.36,80.794,4.5061
2007-08-31,23.38,673.3,74.04,80.791,4.5292
2007-09-03,,672.3,,80.814,4.5291
2007-09-04,22.78,681.8,75.08,80.88,4.5466
2007-09-05,24.58,681.8,75.73,80.622,4.4669
2007-09-06,23.99,695.4,76.3,80.472,4.5076
2007-09-07,26.23,700.8,76.7,79.959,4.3816
2007-09-10,27.38,703.1,77.49,79.816,4.322
2007-09-11,25.27,712.6,78.23,79.704,4.3679
2007-09-12,24.96,711.6,79.91,79.365,4.4102
2007-09-13,24.76,708.3,80.09,79.513,4.4643
2007-09-14,24.92,707.6,79.1,79.617,4.4544
2007-09-17,26.48,717.9,80.57,79.72,4.466
2007-09-18,20.35,723.5,81.51,79.209,4.4717
2007-09-19,20.03,721.3,81.93,79.3,4.5458
2007-09-20,20.45,733.8,83.32,78.582,4.6957
2007-09-21,19.0,731.5,81.62,78.597,4.6203
2007-09-24,19.37,730.5,80.95,78.527,4.6282
2007-09-25,18.6,731.7,79.53,78.313,4.6242
2007-09-26,17.63,728.8,80.3,78.493,4.6202
2007-09-27,17.0,734.5,82.88,78.338,4.563
2007-09-28,18.0,743.6,81.66,77.719,4.5865
2007-10-01,17.84,747.2,80.24,77.904,4.5452
2007-10-02,18.49,731.6,80.05,78.303,4.5216
2007-10-03,18.8,727.9,79.94,78.573,4.5588
2007-10-04,18.44,738.0,81.44,78.481,4.5097
2007-10-05,16.91,742.7,81.22,78.308,4.6356
2007-10-08,17.46,733.3,79.02,78.672,4.6356
2007-10-09,16.12,737.9,80.26,78.526,4.6475
2007-10-10,16.67,741.1,81.3,78.375,4.6495
2007-10-11,18.88,747.85,83.08,78.078,4.6355
2007-10-12,17.73,749.85,83.69,78.224,4.6812
2007-10-15,19.25,759.4,86.13,78.088,4.6772
2007-10-16,20.02,760.5,87.61,78.251,4.6473
2007-10-17,18.54,754.8,87.4,78.12,4.5522
2007-10-18,18.5,768.2,89.47,77.59,4.4893
2007-10-19,22.96,765.2,88.6,77.407,4.3915
2007-10-22,21.64,754.2,87.56,78.06,4.4108
2007-10-23,20.41,759.7,85.27,77.589,4.403
2007-10-24,20.8,763.7,87.1,77.546,4.3388
2007-10-25,21.17,769.3,90.46,77.278,4.3775
2007-10-26,19.56,785.2,91.86,77.027,4.4006
2007-10-29,19.87,791.8,93.53,76.837,4.3811
2007-10-30,21.07,782.1,90.38,76.773,4.379
2007-10-31,18.53,796.8,94.53,76.479,4.4708
2007-11-01,23.21,787.3,93.49,76.594,4.3458
2007-11-02,23.01,807.0,95.93,76.337,4.3165
2007-11-05,24.31,806.5,93.98,76.425,4.3338
2007-11-06,21.39,825.0,96.7,76.04,4.3726
2007-11-07,26.49,831.1,96.37,75.412,4.3084
2007-11-08,26.16,833.6,95.46,75.456,4.2829
2007-11-09,28.5,832.0,96.32,75.4,4.2133
2007-11-12,31.09,793.5,94.62,75.902,4.2133
2007-11-13,24.1,802.0,91.17,75.881,4.2635
2007-11-14,25.94,812.0,94.09,75.814,4.25
2007-11-15,28.06,788.3,93.43,76.069,4.1403
2007-11-16,25.49,786.3,95.1,75.827,4.167
2007-11-19,26.01,782.0,94.64,75.78,4.0714
2007-11-20,24.88,802.8,98.03,75.205,4.0961
2007-11-21,26.84,800.22,97.29,75.073,4.0067
2007-11-22,,804.6,,75.051,4.0065
2007-11-23,25.61,823.8,98.18,75.053,3.9989
2007-11-26,28.91,824.6,97.7,74.859,3.8391
2007-11-27,26.28,812.6,94.42,75.096,3.9477
2007-11-28,24.11,804.5,90.62,75.076,4.0347
2007-11-29,23.97,793.4,91.01,75.588,3.9344
2007-11-30,22.87,783.55,88.71,76.147,3.9379
2007-12-03,23.61,794.3,89.31,75.935,3.8459
2007-12-04,23.79,801.7,88.32,75.694,3.8926
2007-12-05,22.53,795.4,87.49,76.413,3.9547
2007-12-06,20.96,802.2,90.23,76.383,4.0076
2007-12-07,20.85,794.8,88.28,76.288,4.1048
2007-12-10,20.74,808.2,87.86,76.062,4.1567
2007-12-11,23.59,797.1,90.02,76.222,3.9694
2007-12-12,22.47,813.6,94.39,76.144,4.0893
2007-12-13,22.56,797.3,92.25,76.562,4.2011
2007-12-14,23.27,794.87,91.27,77.436,4.234
2007-12-17,24.52,793.3,90.63,77.401,4.1449
2007-12-18,22.64,802.75,90.49,77.412,4.1179
2007-12-19,21.68,802.3,91.24,77.587,4.0278
2007-12-20,20.58,796.4,91.06,77.794,4.0507
2007-12-21,18.47,811.8,93.31,77.721,4.1679
2007-12-24,18.6,811.8,94.13,77.572,4.2125
2007-12-25,,807.0,,77.597,4.2125
2007-12-26,18.66,824.5,95.97,77.15,4.2749
2007-12-27,20.26,825.6,96.62,76.607,4.1969
2007-12-28,20.74,840.5,96.0,76.218,4.0732
2007-12-31,22.5,833.7,95.98,76.695,4.0232
2008-01-01,,833.7,,76.648,4.0231
2008-01-02,23.17,857.5,99.62,75.972,3.9033
2008-01-03,22.49,864.9,99.18,75.889,3.8918
2008-01-04,23.94,859.6,97.91,75.793,3.8651
2008-01-07,23.79,858.1,95.09,76.174,3.8311
2008-01-08,25.43,878.0,96.33,76.111,3.7822
2008-01-09,24.12,878.8,95.67,76.419,3.8215
2008-01-10,23.45,893.3,93.71,75.934,3.8837
2008-01-11,23.68,895.4,92.69,75.978,3.7835
2008-01-14,22.9,904.0,94.2,75.613,3.7647
2008-01-15,23.34,887.9,91.9,75.574,3.6751
2008-01-16,24.38,877.0,90.84,76.258,3.7345
2008-01-17,28.46,877.8,90.13,76.174,3.6211
2008-01-18,27.18,883.1,90.57,76.383,3.6297
2008-01-21,,865.0,,76.866,3.6296
2008-01-22,31.01,892.3,89.85,76.346,3.4332
2008-01-23,29.02,891.07,86.99,76.401,3.598
2008-01-24,27.78,912.9,89.41,75.692,3.7018
2008-01-25,29.08,913.9,90.71,75.973,3.5494
2008-01-28,27.78,928.38,90.99,75.579,3.5806
2008-01-29,27.32,923.44,91.64,75.545,3.6769
2008-01-30,27.62,929.4,92.33,75.032,3.6656
2008-01-31,26.2,926.1,91.75,75.178,3.5931
2008-02-01,24.02,905.3,88.96,75.445,3.5926
2008-02-04,25.99,903.6,90.02,75.37,3.6444
2008-02-05,28.24,888.2,88.41,76.116,3.5701
2008-02-06,28.97,900.3,87.14,76.141,3.5885
2008-02-07,27.66,910.7,88.11,76.938,3.7569
2008-02-08,28.01,922.95,91.77,76.67,3.6428
2008-02-11,27.6,923.45,93.59,76.584,3.6144
2008-02-12,26.33,906.4,92.78,76.315,3.6579
2008-02-13,24.88,906.6,93.27,76.399,3.7282
2008-02-14,25.54,908.2,95.46,76.155,3.8163
2008-02-15,25.02,902.5,95.5,76.101,3.7686
2008-02-18,,905.2,,76.257,3.7686
2008-02-19,25.59,927.8,100.01,75.998,3.8959
2008-02-20,24.4,944.0,100.74,76.116,3.8902
2008-02-21,25.12,946.1,98.23,75.601,3.7706
2008-02-22,24.06,945.2,98.81,75.52,3.8016
2008-02-25,23.03,939.6,99.23,75.529,3.8964
2008-02-26,21.9,948.1,100.88,74.763,3.8596
2008-02-27,22.69,957.9,99.64,74.213,3.8481
2008-02-28,23.53,970.9,102.59,73.721,3.6697
2008-02-29,26.54,973.9,101.84,73.714,3.5092
2008-03-03,26.28,983.7,102.45,73.704,3.5468
2008-03-04,25.52,964.0,99.52,73.664,3.6242
2008-03-05,24.6,989.8,104.52,73.479,3.668
2008-03-06,27.55,979.0,105.47,73.001,3.5826
2008-03-07,27.49,973.2,105.15,73.027,3.5317
2008-03-10,29.38,972.9,107.9,72.993,3.4549
2008-03-11,26.36,973.3,108.75,73.277,3.5921
2008-03-12,27.22,982.9,109.92,72.404,3.4604
2008-03-13,27.29,994.8,110.33,72.072,3.5261
2008-03-14,31.16,1002.9,110.21,71.657,3.4679
2008-03-17,32.24,1002.7,105.68,71.459,3.3061
2008-03-18,25.79,981.4,109.42,71.571,3.4828
2008-03-19,29.84,944.1,104.48,72.144,3.3282
2008-03-20,26.62,910.4,101.84,72.747,3.3336
2008-03-21,,919.5,,72.709,3.3335
2008-03-24,25.73,915.3,100.86,72.949,3.5563
2008-03-25,25.72,939.0,101.22,72.276,3.5053
2008-03-26,26.08,954.0,105.9,71.506,3.4602
2008-03-27,25.88,947.3,107.58,71.66,3.528
2008-03-28,25.71,931.4,105.62,71.678,3.4414
2008-03-31,25.61,916.9,101.58,71.802,3.4096
2008-04-01,22.68,882.7,100.98,72.563,3.5583
2008-04-02,23.43,904.5,104.83,72.259,3.5963
2008-04-03,23.21,902.9,103.83,72.217,3.5773
2008-04-04,22.45,913.8,106.23,72.021,3.4657
2008-04-07,22.42,920.0,109.09,72.202,3.5356
2008-04-08,22.36,914.9,108.5,72.232,3.5564
2008-04-09,22.81,934.0,110.87,71.833,3.4807
2008-04-10,21.98,928.8,110.11,72.117,3.5394
2008-04-11,23.46,925.3,110.14,71.808,3.4694
2008-04-14,23.82,924.5,111.76,71.875,3.5109
2008-04-15,22.78,927.9,113.79,72.023,3.6003
2008-04-16,20.53,944.4,114.93,71.408,3.6886
2008-04-17,20.37,938.8,114.86,71.68,3.7273
2008-04-18,20.13,916.9,116.69,72.012,3.7061
2008-04-21,20.5,914.2,117.48,71.647,3.7255
2008-04-22,20.87,915.9,119.37,71.329,3.6908
2008-04-23,20.26,904.25,118.3,71.819,3.7314
2008-04-24,20.06,886.25,116.06,72.535,3.8249
2008-04-25,19.59,886.3,118.52,72.79,3.8703
2008-04-28,19.64,893.25,118.75,72.504,3.8252
2008-04-29,20.24,870.5,115.63,72.895,3.8194
2008-04-30,20.79,877.55,113.46,72.509,3.7279
2008-05-01,18.88,852.7,112.52,73.275,3.763
2008-05-02,18.18,856.45,116.32,73.5,3.8551
2008-05-05,18.9,874.2,119.97,73.19,3.867
2008-05-06,18.21,876.4,121.84,72.999,3.9164
2008-05-07,19.73,868.75,123.53,73.514,3.8475
2008-05-08,19.4,881.85,123.69,73.477,3.7748
2008-05-09,19.41,884.85,125.96,73.05,3.7692
2008-05-12,17.79,882.7,124.23,72.947,3.7974
2008-05-13,17.98,866.95,125.8,73.273,3.9131
2008-05-14,17.66,864.0,124.22,73.399,3.9112
2008-05-15,16.3,881.65,124.12,73.35,3.8144
2008-05-16,16.47,902.4,126.29,72.844,3.8446
2008-05-19,17.01,905.2,127.05,73.045,3.8294
2008-05-20,17.58,919.25,129.07,72.405,3.7746
2008-05-21,18.59,932.55,133.17,71.938,3.8067
2008-05-22,18.05,921.85,130.81,71.899,3.9111
2008-05-23,19.55,925.1,132.19,71.888,3.8425
2008-05-26,,929.1,,71.99,3.8425
2008-05-27,19.64,906.45,128.85,72.338,3.9188
2008-05-28,19.07,900.9,131.03,72.547,4.0033
2008-05-29,18.14,877.9,126.62,73.023,4.075
2008-05-30,17.83,886.5,127.35,72.879,4.0595
2008-06-02,19.83,891.4,127.76,72.929,3.9571
2008-06-03,20.24,880.55,124.31,73.24,3.8939
2008-06-04,20.8,879.45,122.3,73.424,3.9764
2008-06-05,18.63,877.2,127.79,73.038,4.0383
2008-06-06,23.56,902.25,138.54,72.39,3.9092
2008-06-09,23.12,892.93,134.35,72.854,3.9977
2008-06-10,23.18,867.0,131.31,73.696,4.1027
2008-06-11,24.12,880.35,136.38,73.209,4.0735
2008-06-12,23.33,868.2,136.74,73.859,4.2108
2008-06-13,21.22,871.55,134.86,74.146,4.2565
2008-06-16,20.95,882.4,134.61,73.61,4.2666
2008-06-17,21.13,882.75,134.01,73.514,4.1973
2008-06-18,22.24,894.35,136.68,73.44,4.1363
2008-06-19,21.58,898.5,131.93,73.483,4.2073
2008-06-20,22.87,902.3,134.62,73.03,4.1641
2008-06-23,22.64,883.8,136.74,73.434,4.1641
2008-06-24,22.42,889.6,137.0,73.241,4.0818
2008-06-25,21.14,886.4,134.55,72.933,4.0994
2008-06-26,23.93,917.3,139.64,72.487,4.033
2008-06-27,23.44,927.8,140.21,72.36,3.9652
2008-06-30,23.95,925.4,140.0,72.463,3.969
2008-07-01,23.65,939.65,140.97,72.369,4.0021
2008-07-02,25.92,945.15,143.57,72.029,3.9575
2008-07-03,24.78,934.17,145.29,72.742,3.975
2008-07-04,,933.3,,72.731,3.975
2008-07-07,25.78,925.82,141.37,72.67,3.8995
2008-07-08,23.15,919.6,136.04,73.012,3.8822
2008-07-09,25.23,928.6,136.05,72.58,3.8112
2008-07-10,25.59,947.15,141.65,72.493,3.7959
2008-07-11,27.49,964.2,145.08,72.096,3.9576
2008-07-14,28.48,972.6,145.18,71.915,3.8553
2008-07-15,28.54,977.5,138.74,71.872,3.8188
2008-07-16,25.1,959.95,134.6,72.064,3.9344
2008-07-17,25.01,957.45,129.29,72.242,3.9907
2008-07-18,24.05,955.0,128.88,72.189,4.0828
2008-07-21,23.05,965.55,131.04,71.99,4.0417
2008-07-22,21.18,946.35,127.95,72.446,4.0987
2008-07-23,21.31,920.85,124.44,72.811,4.1165
2008-07-24,23.44,928.05,125.49,72.933,3.9968
2008-07-25,22.91,929.85,123.26,72.86,4.0969
2008-07-28,24.23,930.6,124.73,72.649,4.0008
2008-07-29,22.03,918.9,122.19,73.309,4.038
2008-07-30,21.21,906.1,126.77,73.322,4.0439
2008-07-31,22.94,914.1,124.08,73.227,3.9462
2008-08-01,22.57,910.95,125.1,73.424,3.9307
2008-08-04,23.49,894.8,121.41,73.462,3.9619
2008-08-05,21.14,874.4,119.17,73.881,4.0167
2008-08-06,20.23,879.8,118.58,74.244,4.0501
2008-08-07,21.15,873.07,120.02,74.547,3.92
2008-08-08,20.66,856.6,115.2,75.845,3.9276
2008-08-11,20.12,823.82,114.45,76.125,3.9904
2008-08-12,21.17,812.93,113.01,76.152,3.8954
2008-08-13,21.55,826.8,116.0,76.208,3.9314
2008-08-14,20.34,806.05,115.01,76.669,3.886
2008-08-15,19.58,787.7,113.77,77.18,3.8349
2008-08-18,20.98,800.07,112.87,77.117,3.8104
2008-08-19,21.28,814.2,114.53,76.839,3.8292
2008-08-20,20.42,813.55,114.98,76.958,3.8009
2008-08-21,19.82,836.88,121.18,76.196,3.8291
2008-08-22,18.81,823.03,114.59,76.805,3.8704
2008-08-25,20.97,821.95,115.11,76.793,3.7837
2008-08-26,20.49,824.93,116.27,77.251,3.7743
2008-08-27,19.76,826.9,118.15,77.051,3.763
2008-08-28,19.43,834.03,115.59,77.151,3.7779
2008-08-29,20.65,831.15,115.46,77.381,3.8116
2008-09-01,,817.68,,77.644,3.8115
2008-09-02,21.99,805.35,109.71,78.061,3.7326
2008-09-03,21.43,801.3,109.35,78.087,3.699
2008-09-04,24.03,796.45,107.89,78.61,3.6227
2008-09-05,23.06,803.5,106.23,78.932,3.6986
2008-09-08,22.64,802.3,106.34,79.589,3.6743
2008-09-09,25.47,777.25,103.26,79.247,3.5668
2008-09-10,24.52,752.45,102.58,79.845,3.6295
2008-09-11,24.39,746.85,100.87,80.146,3.6425
2008-09-12,25.66,765.5,101.18,78.966,3.7187
2008-09-15,31.7,786.65,95.71,78.909,3.3868
2008-09-16,30.3,779.73,91.15,79.068,3.4357
2008-09-17,36.22,863.85,97.16,78.095,3.4137
2008-09-18,33.1,852.8,97.88,78.019,3.5437
2008-09-19,32.07,873.55,104.55,77.68,3.8105
2008-09-22,33.85,897.0,120.92,76.151,3.8351
2008-09-23,35.72,892.15,106.61,76.468,3.7991
2008-09-24,35.19,883.0,105.73,76.788,3.8104
2008-09-25,32.82,877.83,108.02,76.994,3.854
2008-09-26,34.74,878.75,106.89,76.953,3.852
2008-09-29,46.72,908.75,96.37,77.471,3.5776
2008-09-30,39.39,870.95,100.64,79.448,3.8234
2008-10-01,39.81,870.87,98.53,79.463,3.7382
2008-10-02,45.26,836.45,93.97,80.439,3.6276
2008-10-03,45.14,835.58,93.88,80.313,3.6031
2008-10-06,52.05,859.75,87.81,81.675,3.4532
2008-10-07,53.68,887.1,90.06,80.973,3.5028
2008-10-08,57.53,907.62,88.95,80.913,3.6401
2008-10-09,63.92,913.25,86.59,81.163,3.785
2008-10-10,69.95,850.1,77.7,82.997,3.8705
2008-10-13,54.99,833.07,81.19,81.876,3.978
2008-10-14,55.13,836.85,78.63,81.363,4.0772
2008-10-15,69.25,847.28,74.54,82.05,3.9453
2008-10-16,67.61,804.6,69.85,82.455,3.9569
2008-10-17,70.33,783.35,71.85,82.413,3.9299
2008-10-20,52.97,796.93,74.25,83.1,3.8416
2008-10-21,53.11,771.65,70.89,83.99,3.7388
2008-10-22,69.65,730.5,66.75,85.37,3.594
2008-10-23,67.8,721.37,67.84,85.36,3.6745
2008-10-24,79.13,734.7,64.15,86.44,3.6856
2008-10-27,80.06,730.8,63.22,86.934,3.6874
2008-10-28,66.96,746.95,62.73,87.028,3.8336
2008-10-29,69.96,754.95,67.5,85.071,3.8546
2008-10-30,62.9,738.75,65.96,84.556,3.9645
2008-10-31,59.89,723.85,67.81,85.633,3.953
2008-11-03,53.68,723.55,63.91,86.354,3.9141
2008-11-04,47.73,763.27,70.53,84.784,3.7247
2008-11-05,54.56,740.45,65.3,84.606,3.7019
2008-11-06,63.68,732.8,60.77,85.893,3.6886
2008-11-07,56.1,736.65,61.04,85.907,3.7929
2008-11-10,59.98,746.2,62.41,85.912,3.7432
2008-11-11,61.44,731.65,59.33,87.075,3.7432
2008-11-12,66.46,712.25,56.16,87.47,3.6466
2008-11-13,59.83,736.5,58.24,86.938,3.8525
2008-11-14,66.31,742.1,57.04,86.365,3.7349
2008-11-17,69.15,738.05,54.95,86.807,3.6484
2008-11-18,67.64,738.2,54.39,87.372,3.5293
2008-11-19,74.26,734.62,53.62,87.312,3.3205
2008-11-20,80.86,746.6,49.62,87.969,3.0131
2008-11-21,72.67,800.45,49.93,88.191,3.1974
2008-11-24,64.7,821.62,54.5,86.081,3.3236
